src_id,dst_id,weight,equity_change_link_cnt
1,3210,1.03762301704168,1
108,3335,0.7275486072772778,1
259,3746,1.4194873284756546,1
320,3403,7.18465947826204,3
369,2330,1.851599469584072,1
379,753,5.60947179518496,2
440,3129,1.324418957401803,1
440,3218,0.8020015854720274,1
440,3476,1.2541334575175516,1
464,2343,2.8853592160726205,1
500,537,1.7900914121273581,1
537,500,1.7900914121273581,1
537,2246,7.557049978094449,4
556,914,3.9158158036668422,1
753,379,5.60947179518496,2
787,3147,4.605170185988092,1
806,1508,8.71627517099191,2
826,3070,4.614229030476437,1
836,2172,0.7275486072772778,1
914,556,3.9158158036668422,1
1157,2332,2.316487998163037,1
1508,806,8.71627517099191,2
1785,2172,1.1079023355752025,1
2172,836,0.7275486072772778,1
2172,1785,1.1079023355752025,1
2172,2210,4.61512051684126,1
2210,2172,4.61512051684126,1
2246,537,7.557049978094449,4
2330,369,1.851599469584072,1
2332,1157,2.316487998163037,1
2336,3061,0.7551731729389912,2
2343,464,2.8853592160726205,1
2783,3707,1.0986122886681098,1
3061,2336,0.7551731729389912,2
3070,826,4.614229030476437,1
3078,3129,4.605170185988092,1
3129,440,1.324418957401803,1
3129,3078,4.605170185988092,1
3147,787,4.605170185988092,1
3210,1,1.03762301704168,1
3218,440,0.8020015854720274,1
3335,108,0.7275486072772778,1
3403,320,7.18465947826204,3
3476,440,1.2541334575175516,1
3707,2783,1.0986122886681098,1
3746,259,1.4194873284756546,1
